EmployeeID,BenefitID,UsageFrequency,LastUsedDate,Age,Gender,Department,Tenure,BenefitType,BenefitSubType,BenefitCost,SatisfactionScore,Comments,age_group,tenure_group,subcat_401k Basic Matching,subcat_401k Catch-Up Contributions,subcat_401k High Contribution,subcat_401k Investment Fees,subcat_401k Maximum Matching,subcat_401k Standard Matching,subcat_After-School Care,subcat_Basic Coverage,subcat_Conference Attendance,subcat_Dependent Coverage,subcat_Family Membership,subcat_Graduate Degree,subcat_HDHP Individual,subcat_HMO Family,subcat_Healthcare FSA,subcat_Individual Courses,subcat_Monthly Communications,subcat_Monthly Internet Allowance,subcat_On-Site Infant Care,subcat_PPO Family,subcat_PPO Individual,subcat_Premium Discount Tier 1,subcat_Professional Certification,subcat_Supplemental High Amount,subcat_Supplemental Standard,subcat_Tier 1 Partners,subcat_Tier 2 Partners,subcat_Tier 3 Partners,subcat_Transit Subsidy,subcat_Undergraduate Degree,employee_segment,top1,top2,top3,bot1,bot2,bot3,seg_rec1,seg_rec2,seg_rec3,rec1,rec2,rec3
2979,4,8,2023-09-20,27,Non-Binary,Marketing,3,Retirement Plan,401k High Contribution,261.44,5,Top-notch retirement plan.,Millennials,Mid (3-7 years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,Dependent Coverage,Tier 2 Partners
1111,21,1,2024-07-14,54,Female,Sales,2,Life Insurance,Basic Coverage,163.92,2,Coverage is minimal.,Gen X,New (0-2 years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,PPO Family,Dependent Coverage,Family Membership
2899,10,0,2023-09-08,23,Female,Marketing,3,Childcare,On-Site Infant Care,915.48,1,Difficult to find suitable care.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Basic Matching,Supplemental Standard,401k High Contribution
1467,13,0,2023-09-20,41,Female,Sales,2,Cell Phone Allowance,Monthly Communications,65.0,4,"Very flexible, I appreciate it.",Gen X,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,PPO Family,Dependent Coverage,Family Membership
1399,4,0,2024-02-05,24,Female,IT,2,Retirement Plan,401k High Contribution,261.44,2,Returns are not as expected.,Gen Z,New (0-2 years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Graduate Degree,Supplemental High Amount,Professional Certification
1473,21,6,2024-05-22,22,Male,IT,1,Life Insurance,Basic Coverage,163.92,2,Coverage is minimal.,Gen Z,New (0-2 years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Graduate Degree,Supplemental High Amount,Professional Certification
3268,13,9,2023-10-01,36,Male,Finance,15,Cell Phone Allowance,Monthly Communications,65.0,2,Not much flexibility offered.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Family Membership,PPO Individual,Monthly Internet Allowance
2773,1,0,2024-05-10,58,Male,Finance,23,Retirement Plan,401k Basic Matching,876.21,2,Returns are not as expected.,Boomers,Senior (8+ years),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,HMO Family,Tier 3 Partners
4664,12,3,2024-06-04,36,Female,Sales,18,Tuition Reimbursement,Graduate Degree,824.53,3,Helps but limited in scope.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,401k High Contribution,Supplemental High Amount,401k Catch-Up Contributions
79,19,0,2023-11-21,41,Non-Binary,Finance,20,Gym Membership,Tier 2 Partners,343.73,5,Fantastic benefit! I use it daily.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Supplemental High Amount,Transit Subsidy,PPO Family
529,2,4,2023-11-19,24,Male,Finance,2,Health Insurance,PPO Individual,706.93,3,"Satisfactory, but could improve.",Gen Z,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Family Membership,PPO Family,Monthly Communications
173,30,9,2024-02-27,38,Male,Sales,11,Tuition Reimbursement,Individual Courses,723.73,1,Not worth the hassle.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,401k High Contribution,Supplemental High Amount,401k Catch-Up Contributions
900,19,0,2024-03-01,47,Female,Marketing,29,Gym Membership,Tier 2 Partners,343.73,1,Membership is not very useful.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,401k Maximum Matching,Graduate Degree
4725,6,5,2023-12-31,38,Male,Finance,9,Retirement Plan,401k Standard Matching,598.44,4,Good plan with decent returns.,Millennials,Senior (8+ years),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Family Membership,PPO Individual,Monthly Internet Allowance
933,10,4,2024-06-08,23,Non-Binary,IT,4,Childcare,On-Site Infant Care,915.48,4,Good quality care available.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,PPO Individual,401k Standard Matching,HDHP Individual
988,13,1,2023-08-21,61,Female,HR,18,Cell Phone Allowance,Monthly Communications,65.0,4,"Very flexible, I appreciate it.",Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Healthcare FSA,HMO Family,Transit Subsidy
3393,5,4,2023-09-21,30,Male,Sales,2,Technology Stipend,Monthly Internet Allowance,75.0,2,Not much flexibility offered.,Millennials,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,After-School Care,Tier 1 Partners,Basic Coverage
4077,6,9,2024-02-18,47,Male,IT,18,Retirement Plan,401k Standard Matching,598.44,2,Returns are not as expected.,Gen X,Senior (8+ years),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k High Contribution
477,3,2,2024-01-14,32,Male,Sales,14,Commuter Benefits,Transit Subsidy,325.0,1,Barely any time off given.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,401k High Contribution,Supplemental High Amount,401k Catch-Up Contributions
818,25,4,2024-07-19,43,Male,Sales,4,Life Insurance,Supplemental Standard,774.91,2,Coverage is minimal.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k High Contribution,Supplemental High Amount
1765,12,3,2024-04-15,59,Female,Finance,18,Tuition Reimbursement,Graduate Degree,824.53,5,Incredible support for education.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,HMO Family,Tier 3 Partners
1898,6,5,2024-05-27,28,Male,HR,6,Retirement Plan,401k Standard Matching,598.44,3,"Standard, nothing exceptional.",Millennials,Mid (3-7 years),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Tier 3 Partners,HMO Family,Individual Courses
2038,5,5,2024-02-17,23,Male,Sales,3,Technology Stipend,Monthly Internet Allowance,75.0,1,Inconvenient and inefficient.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Supplemental Standard,401k Investment Fees,Undergraduate Degree
3564,16,5,2024-04-06,55,Male,Marketing,35,Health Insurance,HDHP Individual,84.55,2,Not happy with the coverage options.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Basic Coverage,Supplemental Standard,PPO Individual
249,27,10,2024-06-23,28,Male,IT,8,Retirement Plan,401k Maximum Matching,913.01,5,Top-notch retirement plan.,Millennials,Senior (8+ years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Dependent Coverage,Premium Discount Tier 1
4860,15,0,2024-01-17,44,Female,Marketing,23,Tuition Reimbursement,Professional Certification,359.21,3,Helps but limited in scope.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
3468,5,0,2024-04-26,33,Female,IT,14,Technology Stipend,Monthly Internet Allowance,75.0,5,Perfect for my work-life balance.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Dependent Coverage,Premium Discount Tier 1
1149,5,8,2024-04-19,56,Female,HR,33,Technology Stipend,Monthly Internet Allowance,75.0,2,Not much flexibility offered.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Healthcare FSA,HMO Family,Transit Subsidy
2240,20,4,2023-12-18,41,Female,Marketing,8,Tuition Reimbursement,Undergraduate Degree,489.96,5,Incredible support for education.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
1497,30,5,2024-01-14,58,Male,Sales,32,Tuition Reimbursement,Individual Courses,723.73,4,Great for further studies.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,HMO Family,HDHP Individual
1831,26,2,2024-05-30,25,Female,Marketing,4,Gym Membership,Family Membership,519.66,4,"Good value, I enjoy the variety.",Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,Dependent Coverage,Tier 2 Partners
1503,11,3,2023-12-25,50,Male,Sales,19,Health Insurance,PPO Family,928.75,2,Not happy with the coverage options.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
3763,8,5,2024-07-13,45,Female,Sales,15,Wellness Programs,Premium Discount Tier 1,125.0,4,Sufficient time off provided.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
3083,12,0,2023-10-18,57,Male,IT,13,Tuition Reimbursement,Graduate Degree,824.53,3,Helps but limited in scope.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,Tier 3 Partners,401k Catch-Up Contributions
4069,15,1,2023-10-23,35,Male,IT,3,Tuition Reimbursement,Professional Certification,359.21,2,Complicated reimbursement process.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Basic Matching,Monthly Communications,PPO Family
2332,1,6,2024-01-17,45,Female,Marketing,26,Retirement Plan,401k Basic Matching,876.21,5,Top-notch retirement plan.,Gen X,Senior (8+ years),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
3741,12,7,2024-07-11,64,Male,HR,16,Tuition Reimbursement,Graduate Degree,824.53,5,Incredible support for education.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Healthcare FSA,HMO Family,Transit Subsidy
3706,3,2,2024-06-25,42,Male,Marketing,13,Commuter Benefits,Transit Subsidy,325.0,5,"Generous vacation days, very happy.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
3103,7,1,2024-03-22,22,Male,IT,3,Flexible Spending Account,Healthcare FSA,450.0,1,Barely any time off given.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,PPO Individual,401k Standard Matching,HDHP Individual
115,3,5,2023-11-08,33,Female,Sales,10,Commuter Benefits,Transit Subsidy,325.0,4,Sufficient time off provided.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,401k High Contribution,Supplemental High Amount,401k Catch-Up Contributions
1559,12,2,2024-04-10,22,Male,HR,1,Tuition Reimbursement,Graduate Degree,824.53,2,Complicated reimbursement process.,Gen Z,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Monthly Communications,Tier 2 Partners,On-Site Infant Care
190,20,1,2023-09-07,25,Female,Sales,3,Tuition Reimbursement,Undergraduate Degree,489.96,2,Complicated reimbursement process.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
2375,5,1,2024-02-17,45,Male,Finance,18,Technology Stipend,Monthly Internet Allowance,75.0,2,Not much flexibility offered.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Supplemental High Amount,Transit Subsidy,PPO Family
3018,8,3,2024-04-09,55,Female,Marketing,7,Wellness Programs,Premium Discount Tier 1,125.0,3,Average amount of vacation days.,Boomers,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Monthly Communications,401k High Contribution,Healthcare FSA
3816,14,2,2024-07-13,24,Male,Marketing,3,Gym Membership,Tier 1 Partners,73.36,2,Not many locations available.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Basic Matching,Supplemental Standard,401k High Contribution
1184,20,0,2023-12-11,22,Male,Sales,3,Tuition Reimbursement,Undergraduate Degree,489.96,3,Helps but limited in scope.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,Supplemental Standard,401k Investment Fees
1910,18,10,2023-08-31,45,Male,Sales,17,Retirement Plan,401k Investment Fees,743.01,2,Returns are not as expected.,Gen X,Senior (8+ years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
2345,28,4,2024-01-31,47,Male,Marketing,13,Life Insurance,Dependent Coverage,165.54,5,Great peace of mind for my family.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
773,2,0,2024-01-10,39,Female,HR,4,Health Insurance,PPO Individual,706.93,1,"Terrible service, would not recommend.",Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Tier 3 Partners,HMO Family,Individual Courses
3755,21,0,2024-01-29,53,Female,Sales,28,Life Insurance,Basic Coverage,163.92,5,Great peace of mind for my family.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
4706,28,9,2024-07-01,38,Female,IT,10,Life Insurance,Dependent Coverage,165.54,3,"Average, but necessary.",Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Premium Discount Tier 1,On-Site Infant Care
789,20,0,2024-02-24,61,Male,Sales,16,Tuition Reimbursement,Undergraduate Degree,489.96,5,Incredible support for education.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,HMO Family,HDHP Individual
781,15,0,2023-12-13,24,Female,Marketing,5,Tuition Reimbursement,Professional Certification,359.21,5,Incredible support for education.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Basic Matching,Supplemental Standard,401k High Contribution
3680,15,4,2023-11-22,42,Female,Finance,21,Tuition Reimbursement,Professional Certification,359.21,4,Great for further studies.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Supplemental High Amount,Transit Subsidy,PPO Family
1266,19,1,2023-11-05,48,Female,Sales,10,Gym Membership,Tier 2 Partners,343.73,1,Membership is not very useful.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
